title_ru,title_en,rating_filmru,rating_users,rating_imdb,url
BLACKPINK: Озаряя небо,블랙핑크: 세상을 밝혀라,,7.3,7.3,https://www.film.ru/movies/blackpink-ozaryaya-nebo
Ночной поезд,Nattåget,,6.8,7.3,https://www.film.ru/movies/nochnoy-poezd-3
Джим Джеффрис: Нетерпимый,Jim Jefferies: Intolerant,,,7.3,https://www.film.ru/movies/dzhim-dzheffris-neterpimyy
Чистилище,Sitting in Limbo,,,7.3,https://www.film.ru/movies/chistilishche-3
Земля Эльзы,2020,,6.1,7.3,https://www.film.ru/movies/zemlya-elzy
Том Сегура: Чехол для шаров,Tom Segura: Ball Hog,,,7.3,https://www.film.ru/movies/tom-segura-chehol-dlya-sharov
Этюд #2,2020,,,7.3,https://www.film.ru/movies/etyud-2
Наш дом: как жить на планете Земля,Here We Are: Notes for Living on Planet Earth,,6.1,7.3,https://www.film.ru/movies/nash-dom-kak-zhit-na-planete-zemlya
Мучо Мучо Амор: Легенда о Вальтере Меркадо,Mucho Mucho Amor: The Legend of Walter Mercado,,,7.3,https://www.film.ru/movies/mucho-mucho-amor-legenda-o-valtere-merkado
Онгаку: Наш звук,音楽,,6.2,7.3,https://www.film.ru/movies/ongaku-nash-zvuk
Бабенко. Послушать сердце и сказать: «Оно остановилось»,Babenco - Alguém Tem que Ouvir o Coração e Dizer: Parou,,,7.3,https://www.film.ru/movies/babenko-poslushat-serdce-i-skazat-ono-ostanovilos
Незамужние женщины,Leftover Women,,6.0,7.3,https://www.film.ru/movies/nezamuzhnie-zhenshchiny
Женский день,Women's Day,,6.1,7.3,https://www.film.ru/movies/zhenskiy-den-0
Бори,나는보리,,5.6,7.3,https://www.film.ru/movies/bori
Ясновидец 2: Ласси возвращается домой,Psych 2: Lassie Come Home,,6.6,7.3,https://www.film.ru/movies/yasnovidec-2-lassi-vozvrashchaetsya-domoy
Джим Маршалл: Рок-н-ролл в объективе,Show Me The Picture: The Story of Jim Marshall,,,7.3,https://www.film.ru/movies/dzhim-marshall-rok-n-roll-v-obektive
Без особых примет,Identifying Features,,,7.3,https://www.film.ru/movies/bez-osobyh-primet
Алиса: Волнение,202016+,,,7.3,https://www.film.ru/movies/alisa-volnenie
Беги к любви,Run On,,6.0,7.3,https://www.film.ru/serials/begi-k-lyubvi
Опера,Opera,,5.4,7.3,https://www.film.ru/movies/opera-0
Final Account,Final Account,,,7.3,https://www.film.ru/movies/final-account
В винном отражении,2020,,6.7,7.3,https://www.film.ru/movies/v-vinnom-otrazhenii
Дядя Фрэнк,Uncle Frank,,5.9,7.3,https://www.film.ru/movies/uncle-frank-0
Охотники за трюфелями,The Truffle Hunters,,6.0,7.3,https://www.film.ru/movies/the-truffle-hunters
City Hall,City Hall,,,7.3,https://www.film.ru/movies/city-hall
Мечта Робина,Robin's Wish,,6.8,7.3,https://www.film.ru/movies/robin-s-wish
Storm Over Brooklyn,Storm Over Brooklyn,,,7.3,https://www.film.ru/movies/storm-over-brooklyn
Father Soldier Son,Father Soldier Son,,,7.3,https://www.film.ru/movies/father-soldier-son
Будь водой,Be Water,,6.8,7.3,https://www.film.ru/movies/be-water
Центральный Багдад,Baghdad Central,,5.8,7.3,https://www.film.ru/movies/baghdad-central-tv-series
Русские грузины. Фильм первый,2020,,6.9,7.3,https://www.film.ru/movies/russkie-gruziny-film-pervyy
Банкир,The Banker,,6.0,7.3,https://www.film.ru/movies/the-banker
Пальмира,2020,,5.7,7.3,https://www.film.ru/movies/palmira
Ошибка пилота,Pilot Error,,,7.3,https://www.film.ru/movies/pilot-error
Под грейпфрутовым деревом: история Си Си Сабатии,Under the Grapefruit Tree: The CC Sabathia Story,,,7.2,https://www.film.ru/movies/pod-greypfrutovym-derevom-istoriya-si-si-sabatii
Женщины Трои,Women of Troy,,,7.2,https://www.film.ru/movies/zhenshchiny-troi
С нами явно что-то не так,Cursed in Love,,4.2,7.2,https://www.film.ru/movies/s-nami-yavno-chto-ne-tak
Дети Уиндермира,The Windermere Children,,6.4,7.2,https://www.film.ru/movies/deti-uindermira
7 дней романтики,7 Days of Romance,,5.8,7.2,https://www.film.ru/movies/7-dney-romantiki
Лес,Forest,,5.4,7.2,https://www.film.ru/movies/les-13
The Immortal Warrior,The Immortal Warrior,,5.3,7.2,https://www.film.ru/movies/immortal-warrior
Меня зовут Франческо Тотти,Mi chiamo Francesco Totti,,7.1,7.2,https://www.film.ru/movies/menya-zovut-franchesko-totti
Маленькие большие женщины,孤味,,,7.2,https://www.film.ru/movies/malenkie-bolshie-zhenshchiny
Не все будет хорошо,Totul nu va fi bine,,,7.2,https://www.film.ru/movies/ne-vse-budet-horosho
Белла,Bella,,,7.2,https://www.film.ru/movies/bella-1
Мой мексиканский брецель,My Mexican Bretzel,,,7.2,https://www.film.ru/movies/moy-meksikanskiy-brecel
Грядущая забывчивость,El olvido que seremos,,6.2,7.2,https://www.film.ru/movies/gryadushchaya-zabyvchivost
Всё сложно,Complicated,,5.9,7.2,https://www.film.ru/movies/vsyo-slozhno-0
Потерпи трошки,2020,,,7.2,https://www.film.ru/movies/poterpi-troshki
Антракт,Entracte,,5.8,7.2,https://www.film.ru/movies/antrakt-0
Двухсотлетие,Bicentenario,,,7.2,https://www.film.ru/movies/dvuhsotletie
Девятая симфония Бетховена – симфония для всего мира,Beethoven’s Ninth: Symphony for the World,,,7.2,https://www.film.ru/movies/devyataya-simfoniya-bethovena-simfoniya-dlya-vsego-mira
Тихий голос,Silent Voice,,6.7,7.2,https://www.film.ru/movies/tihiy-golos
Леди Баг и Супер-Кот: Нью-Йорк. Союз героев,"Miraculous World : New York, les héros unis",,6.6,7.2,https://www.film.ru/movies/ledi-bag-i-super-kot-nyu-york-soyuz-geroev
Тайны саккарских гробниц,Secrets of the Saqqara Tomb,,5.6,7.2,https://www.film.ru/movies/tayny-sakkarskih-grobnic
Грузинский тост,Un Brindisi georgiano,,,7.2,https://www.film.ru/movies/gruzinskiy-tost
На краю радуги,Rain Beau's End,,5.7,7.2,https://www.film.ru/movies/na-krayu-radugi
12 рождественских свиданий,On the 12th Date of Christmas,,6.5,7.2,https://www.film.ru/movies/12-rozhdestvenskih-svidaniy-0
Паоло Конте,"Paolo Conte, Via Con Me",,,7.2,https://www.film.ru/movies/paolo-konte
К луне,To the Moon,,,7.2,https://www.film.ru/movies/k-lune
Бип-бип! Машинка Карсон: Танец Крисси,Go! Go! Cory Carson: The Chrissy,,6.2,7.2,https://www.film.ru/movies/bip-bip-mashinka-karson-tanec-krissi
Перед гневом,Before The Wrath,,6.7,7.2,https://www.film.ru/movies/pered-gnevom
Наследие Скайуокера,The Skywalker Legacy,,6.5,7.2,https://www.film.ru/movies/nasledie-skayuokera
Введение в детективы: Убийственное образование,Mystery 101: An Education in Murder,,6.3,7.2,https://www.film.ru/movies/vvedenie-v-detektivy-ubiystvennoe-obrazovanie
Том Папа: Да всё отлично!,Tom Papa: You're Doing Great!,,5.8,7.2,https://www.film.ru/movies/tom-papa-da-vsyo-otlichno
Сбежавшая,Saudi Runaway,,6.3,7.2,https://www.film.ru/movies/sbezhavshaya
"Земля голубая, будто апельсин","Земля блакитна, ніби апельсин",,6.3,7.2,https://www.film.ru/movies/zemlya-golubaya-budto-apelsin
Чёрная легенда,La Leyenda Negra,,,7.2,https://www.film.ru/movies/chyornaya-legenda
Под запись,On the Record,,,7.2,https://www.film.ru/movies/pod-zapis
Вполголоса,In a Whisper,,,7.2,https://www.film.ru/movies/vpolgolosa
Сон Макса Рихтера,Max Richter's Sleep,,,7.2,https://www.film.ru/movies/son-maksa-rihtera
Сын-мать,Son-Mother,,4.7,7.2,https://www.film.ru/movies/syn-mat
"Разбитый нос, пустые карманы","Bloody Nose, Empty Pockets",,,7.2,https://www.film.ru/movies/razbityy-nos-pustye-karmany
Одинокая ночь,रात अकेली है,,6.1,7.2,https://www.film.ru/movies/odinokaya-noch
Волки,Los lobos,,5.8,7.2,https://www.film.ru/movies/volki-9
Подъезды,Driveways,,6.8,7.2,https://www.film.ru/movies/podezdy
Спасти планету,Escape from Extinction,,6.0,7.2,https://www.film.ru/movies/escape-from-extinction
Лимбо,Limbo,,6.5,7.2,https://www.film.ru/movies/limbo-2
Yung Lean: В моей голове,Yung Lean: In My Head,,7.9,7.2,https://www.film.ru/movies/yung-lean-in-my-head
Some Kind of Heaven,Some Kind of Heaven,,,7.2,https://www.film.ru/movies/some-kind-of-heaven
Lennox Lewis: The Untold Story,Lennox Lewis: The Untold Story,,,7.2,https://www.film.ru/movies/lennox-lewis-the-untold-story
The Perfect Weapon,The Perfect Weapon,,,7.2,https://www.film.ru/movies/the-perfect-weapon
The Real Right Stuff,The Real Right Stuff,,6.2,7.2,https://www.film.ru/movies/the-real-right-stuff
Наедине с природой,Into America's Wild,,6.8,7.2,https://www.film.ru/movies/into-america-s-wild
537 голосов,537 Votes,,5.8,7.2,https://www.film.ru/movies/537-golosov
Белуши,Belushi,,6.8,7.2,https://www.film.ru/movies/belushi
Американское убийство: Семья по соседству,American Murder: The Family Next Door,,7.1,7.2,https://www.film.ru/movies/american-murder-the-family-next-door
Сорокалетняя я,The 40-Year-Old Version,,5.6,7.2,https://www.film.ru/movies/the-40-year-old-version
Сумасшедшая любовь,Words on Bathroom Walls,,5.7,7.2,https://www.film.ru/movies/words-on-bathroom-walls
Книга видений,The Book of Vision,,5.5,7.2,https://www.film.ru/movies/kniga-videniy
Становление,Becoming,,6.3,7.2,https://www.film.ru/movies/becoming-1
L.A. Originals,L.A. Originals,,,7.2,https://www.film.ru/movies/la-originals
Съесть слона,2020,,6.8,7.2,https://www.film.ru/movies/sest-slona
40 Years of Rocky: The Birth of a Classic,40 Years of Rocky: The Birth of a Classic,,6.5,7.2,https://www.film.ru/movies/40-years-of-rocky-the-birth-of-a-classic
Поцелуй демона,Kiss Goblin,,5.6,7.1,https://www.film.ru/movies/poceluy-demona-0
Хельмут Ньютон: Отвратительный и великолепный,Helmut Newton: The Bad and the Beautiful,,6.2,7.1,https://www.film.ru/movies/helmut-nyuton-otvratitelnyy-i-velikolepnyy
Убийство Кеннета Чемберлена,The Killing of Kenneth Chamberlain,,6.4,7.1,https://www.film.ru/movies/ubiystvo-kenneta-chemberlena
Murderville,Murderville,,,7.1,https://www.film.ru/movies/murderville
Детство бедовой Джейн,"Calamity, une enfance de Martha Jane Cannary",,6.0,7.1,https://www.film.ru/movies/detstvo-bedovoy-dzheyn
Что если? Ехуд Барак о войне и мире,מה היה קורה אילו? אהוד ברק על מלחמה ושלום,,5.7,7.1,https://www.film.ru/movies/chto-esli-ehud-barak-o-voyne-i-mire
Ваня Усович: Еще один день,2020,,6.5,7.1,https://www.film.ru/movies/vanya-usovich-eshche-odin-den
Аферист,อ้าย..คนหล่อลวง,,5.8,7.1,https://www.film.ru/movies/aferist-2
Возвращение в Чернобыль,2020,,6.5,7.1,https://www.film.ru/movies/vozvrashchenie-v-chernobyl
Одри,Audrey,,6.6,7.1,https://www.film.ru/movies/odri
Чермет,2020,,6.2,7.1,https://www.film.ru/movies/chermet
Рождественское желание Анджелы,Angela's Christmas Wish,,6.3,7.1,https://www.film.ru/movies/rozhdestvenskoe-zhelanie-andzhely
Рождество с близкими,Christmas with the Darlings,,,7.1,https://www.film.ru/movies/rozhdestvo-s-blizkimi
Ни слова больше!,Motus,,6.5,7.1,https://www.film.ru/movies/ni-slova-bolshe-0
Мой пропавший Валентин,消失的情人節,,5.8,7.1,https://www.film.ru/movies/moy-propavshiy-valentin
Вендерс,"Wim Wenders, Desperado",,6.4,7.1,https://www.film.ru/movies/venders
Ирландец,The Irishman,10,6.7,7.8,https://www.film.ru/movies/irlandec-1
"Бог существует, её имя – Петруния","Gospod postoi, imeto i' e Petrunija",10,5.3,6.8,https://www.film.ru/movies/god-exists-her-name-is-petrunija
Паразиты,Gisaengchung,9,6.9,8.5,https://www.film.ru/movies/parasite
Коллектив,Collective,9,4.9,8.1,https://www.film.ru/movies/kollektiv-0
Кролик Джоджо,Jojo Rabbit,9,7.1,7.9,https://www.film.ru/movies/krolik-dzhodzho
Неогранённые алмазы,Uncut Gems,9,6.3,7.4,https://www.film.ru/movies/uncut-gems
Мартин Иден,Martin Eden,9,6.0,7,https://www.film.ru/movies/martin-eden
Первая любовь,First Love,9,4.6,6.7,https://www.film.ru/movies/first-love-0
Мертвые не умирают,The Dead Don't Die,9,5.6,5.4,https://www.film.ru/movies/the-dead-don-t-die-0
В Кейптаунском порту,2019,9,5.6,5.2,https://www.film.ru/movies/v-keyptaunskom-portu
Джокер,Joker,8,7.0,8.3,https://www.film.ru/movies/dzhoker-3
Клаус,Klaus,8,7.8,8.2,https://www.film.ru/movies/klaus
1917,1917,8,6.9,8.2,https://www.film.ru/movies/1917
Портрет девушки в огне,Portrait de la jeune fille en feu,8,6.6,8,https://www.film.ru/movies/portrait-of-a-lady-on-fire
Звук металла,Sound of Metal,8,6.5,7.7,https://www.film.ru/movies/zvuk-metala
Однажды… в Голливуде,Once Upon a Time in Hollywood,8,6.5,7.6,https://www.film.ru/movies/bezymyannyy-devyatyy-film-kventina-tarantino
Арахисовый сокол,The Peanut Butter Falcon,8,6.9,7.6,https://www.film.ru/movies/the-peanut-butter-falcon
История игрушек 4,Toy Story 4,8,6.8,7.6,https://www.film.ru/movies/istoriya-igrushek-4
Я потеряла своё тело,J'ai perdu mon corps,8,6.1,7.5,https://www.film.ru/movies/ya-poteryal-svoe-telo
Дело Ричарда Джуэлла,Richard Jewell,8,7.0,7.5,https://www.film.ru/movies/ballada-o-richarde-dzhuelle
Прощание,The Farewell,8,6.8,7.5,https://www.film.ru/movies/the-farewell
Боль и слава,Pain and Glory,8,6.4,7.5,https://www.film.ru/movies/bol-i-slava
Тайная жизнь,A Hidden Life,8,6.4,7.4,https://www.film.ru/movies/radegund
Аббатство Даунтон,Downton Abbey,8,6.7,7.4,https://www.film.ru/movies/untitled-downton-abbey-project
Маяк,The Lighthouse,8,6.5,7.4,https://www.film.ru/movies/mayak-3
Джон Уик 3,John Wick: Chapter 3 - Parabellum,8,7.2,7.4,https://www.film.ru/movies/dzhon-uik-3
Друзья навсегда,Our Friend,8,6.5,7.3,https://www.film.ru/movies/nash-drug
Патруль,В кръг,8,6.5,7.2,https://www.film.ru/movies/patrul-1
Последний черный в Сан-Франциско,The Last Black Man in San Francisco,8,6.8,7.2,https://www.film.ru/movies/the-last-black-man-in-san-francisco
Солнцестояние,Midsommar,8,6.0,7.1,https://www.film.ru/movies/midsommar
Как приручить дракона 3,How to Train Your Dragon: The Hidden World,7,7.4,7.4,https://www.film.ru/movies/kak-priruchit-drakona-3
Эль Камино: Во все тяжкие,El Camino: A Breaking Bad Movie,7,7.1,7.3,https://www.film.ru/movies/el-kamino-vo-vse-tyazhkie
Рокетмен,Rocketman,7,6.9,7.3,https://www.film.ru/movies/chelovek-raketa-3
Алита: Боевой ангел,Alita: Battle Angel,7,7.3,7.3,https://www.film.ru/movies/alita-boevoy-angel
Офицер и шпион,An Officer and a Spy,7,6.3,7.2,https://www.film.ru/movies/j-accuse
Дылда,2019,7,5.6,7.2,https://www.film.ru/movies/dylda-0
Первая корова,First Cow,7,5.6,7.1,https://www.film.ru/movies/first-cow
Марианна и Леонард. Слова любви,Marianne & Leonard: Words of Love,7,6.4,7,https://www.film.ru/movies/marianne-amp-leonard-words-of-love
Я иду искать,Ready or Not,7,6.5,6.9,https://www.film.ru/movies/ready-or-not
Мы,Us,7,6.3,6.8,https://www.film.ru/movies/us-0
Джуди,Judy,7,6.0,6.8,https://www.film.ru/movies/dzhudi
Гив ми либерти,Give Me Liberty,7,6.4,6.7,https://www.film.ru/movies/day-mne-svobodu
Француз,201916+,7,6.2,6.7,https://www.film.ru/movies/francuz-1
Черный дрозд,Blackbird,7,6.7,6.6,https://www.film.ru/movies/blackbird-0
Оленья кожа,Deerskin,7,6.6,6.6,https://www.film.ru/movies/deerskin
Реальная любовь в Нью-Йорке,The Kindness of Strangers,7,5.4,6.6,https://www.film.ru/movies/the-kindness-of-strangers-0
Маугли дикой планеты,Terra Willy,7,6.2,6.6,https://www.film.ru/movies/terra-willy
Холоп,201912+,7,6.8,6.6,https://www.film.ru/movies/holop
Стекло,Glass,7,6.8,6.6,https://www.film.ru/movies/steklo-0
Свет моей жизни,Light of My Life,7,6.8,6.6,https://www.film.ru/movies/svet-moey-zhizni
Юморист,201916+,7,6.5,6.5,https://www.film.ru/movies/yumorist
К звездам,Ad Astra,7,6.0,6.5,https://www.film.ru/movies/k-zvezdam
Angry Birds в кино 2,The Angry Birds Movie 2,7,6.5,6.4,https://www.film.ru/movies/the-angry-birds-movie-2
Скажи ей,2019,7,6.0,6.3,https://www.film.ru/movies/skazhi-ey
Одесса,Одесса,7,5.4,6.3,https://www.film.ru/movies/odessa-0
Синонимы,Synonyms,7,5.9,6.3,https://www.film.ru/movies/synonyms
Пушки Акимбо,Guns Akimbo,7,7.5,6.3,https://www.film.ru/movies/pushki-akimbo
Грань времени,Synchronic,7,6.3,6.2,https://www.film.ru/movies/gran-vremeni
Смерть нам к лицу,2019,7,6.1,6.2,https://www.film.ru/movies/smert-nam-k-licu
Божественная любовь,Divine Love,7,4.3,6.1,https://www.film.ru/movies/divine-love
Призрачная шестёрка,6 Underground,7,7.0,6.1,https://www.film.ru/movies/shestero-v-podpole
Иди к папочке,Come to Daddy,7,5.6,6,https://www.film.ru/movies/idi-k-papochke
#Яздесь,#Iamhere,7,6.1,6,https://www.film.ru/movies/jesuisl
Одной волшебной ночью,On a Magical Night,7,6.1,6,https://www.film.ru/movies/odnoy-volshebnoy-nochyu
Подлинная история банды Келли,True History of the Kelly Gang,7,6.1,6,https://www.film.ru/movies/podlinnaya-istoriya-shayki-kelli
Sheena667,Sheena667,7,6.2,5.7,https://www.film.ru/movies/sheena667-0
Кладбище домашних животных,Pet Sematary,7,6.7,5.7,https://www.film.ru/movies/kladbishche-domashnih-zhivotnyh-0
Люди в чёрном: Интернэшнл,Men in Black: International,7,6.4,5.6,https://www.film.ru/movies/macho-i-botan-3-lyudi-v-chernom-23
Пляжный бездельник,The Beach Bum,7,6.0,5.5,https://www.film.ru/movies/plyazhnyy-bomzh
Сибирь,Siberia,7,6.6,4.8,https://www.film.ru/movies/siberia-0
Зеровилль,Zeroville,7,5.9,4.6,https://www.film.ru/movies/zerovill
Маленькие женщины,Little Women,6,6.7,7.8,https://www.film.ru/movies/little-women
Джентльмены,The Gentlemen,6,7.4,7.8,https://www.film.ru/movies/parni-aristokraty
Темные воды,Dark Waters,6,6.4,7.6,https://www.film.ru/movies/untitled-todd-haynes-project
Особенные,Hors normes,6,6.8,7.4,https://www.film.ru/movies/osobennye
Король Англии,The King,6,6.6,7.3,https://www.film.ru/movies/the-king-1
Человек-паук: Вдали от дома,Spider-Man: Far from Home,6,7.1,7.3,https://www.film.ru/movies/chelovek-pauk-vdali-ot-doma
Капитал в XXI веке,Capital in the Twenty-First Century,6,6.2,7.3,https://www.film.ru/movies/capital-in-the-21st-century
Раскрашенная птица,The Painted Bird,6,5.9,7.3,https://www.film.ru/movies/the-painted-bird
Молочные зубы,Babyteeth,6,5.5,7.2,https://www.film.ru/movies/babyteeth
Raving riot: Рейв у парламента,Raving riot,6,7.1,7.1,https://www.film.ru/movies/raving-riot
Безупречный,Bad Education,6,5.2,7.1,https://www.film.ru/movies/bad-education
Сорокин трип,2019,6,6.7,7.1,https://www.film.ru/movies/sorokin-trip
Платформа,El hoyo,6,6.7,7,https://www.film.ru/movies/the-platform
Форпост,The Outpost,6,5.8,6.9,https://www.film.ru/movies/the-outpost-0
Аладдин,Aladdin,6,7.4,6.9,https://www.film.ru/movies/aladdin-1
Красные пингвины,Red Penguins,6,6.0,6.8,https://www.film.ru/movies/red-penguins
Матиас и Максим,Matthias & Maxime,6,6.8,6.8,https://www.film.ru/movies/matthias-amp-maxime
Yesterday,Yesterday,6,6.6,6.8,https://www.film.ru/movies/untitled-danny-boyle-richard-curtis-project
Барашек Шон: Фермагеддон,A Shaun the Sheep Movie: Farmageddon,6,6.9,6.8,https://www.film.ru/movies/shaun-the-sheep-movie-farmageddon
Холодное сердце 2,Frozen II,6,7.5,6.8,https://www.film.ru/movies/holodnoe-serdce-2-0
Сиротский Бруклин,Motherless Brooklyn,6,6.7,6.8,https://www.film.ru/movies/motherless-brooklyn
Грех,Sin,6,5.9,6.8,https://www.film.ru/movies/il-peccato
Король Лев,The Lion King,6,7.1,6.8,https://www.film.ru/movies/the-lion-king
Собаки не носят штанов,Dogs Don't Wear Pants,6,6.0,6.7,https://www.film.ru/movies/koirat-eiv-t-k-yt-housuja
Эма: Танец страсти,Ema,6,5.9,6.7,https://www.film.ru/movies/ema
Идеальный пациент,Quick,6,6.5,6.7,https://www.film.ru/movies/the-perfect-patient
Мой брат – супергерой!,Mio fratello rincorre i dinosauri,6,5.9,6.6,https://www.film.ru/movies/mio-fratello-rincorre-i-dinosauri
Ты против дикой природы,You vs. Wild,6,6.8,6.6,https://www.film.ru/movies/ty-protiv-prirody
Правда,The Truth,6,5.6,6.5,https://www.film.ru/movies/the-truth
Рождество на двоих,Last Christmas,6,7.1,6.5,https://www.film.ru/movies/last-christmas
Тройная граница,Triple Frontier,6,6.0,6.5,https://www.film.ru/movies/spyaschie-psy-0
Форсаж: Хоббс и Шоу,Fast & Furious Presents: Hobbs & Shaw,6,7.2,6.4,https://www.film.ru/movies/untitled-fast-and-the-furious-spinoff
Прачечная,The Laundromat,6,5.8,6.3,https://www.film.ru/movies/prachechnaya-1
Страшные истории для рассказа в темноте,Scary Stories to Tell in the Dark,6,6.8,6.2,https://www.film.ru/movies/scary-stories-to-tell-in-the-dark
Большая поэзия,201918+,6,6.0,6.1,https://www.film.ru/movies/bolshaya-poeziya
Цвет из иных миров,Color Out of Space,6,6.2,6.1,https://www.film.ru/movies/cvet-iz-inyh-mirov
"Гори, гори ясно",Brightburn,6,7.0,6.1,https://www.film.ru/movies/untitled-james-gunn-h-collective-project
Рэмбо: Последняя кровь,Rambo: Last Blood,6,6.4,6.1,https://www.film.ru/movies/rembo-5
Опасная роль Джин Сиберг,Seberg,6,6.2,6,https://www.film.ru/movies/against-all-enemies
Страна грёз,Dreamland,6,6.5,5.9,https://www.film.ru/movies/dreamland-1
Диббук,The Vigil,6,5.4,5.8,https://www.film.ru/movies/the-vigil-0
Коко-Ди Коко-Да,Koko-di Koko-da,6,5.9,5.8,https://www.film.ru/movies/koko-di-koko-da
Малыш Джо,Little Joe,6,5.8,5.8,https://www.film.ru/movies/little-joe
Детские игры,Child's Play,6,6.5,5.7,https://www.film.ru/movies/detskaya-igra-7
Гемини,Gemini Man,6,6.9,5.7,https://www.film.ru/movies/bliznec
Полицейский с Рублевки. Новогодний беспредел 2,201912+,6,6.9,5.2,https://www.film.ru/movies/policeyskiy-s-rublevki-novogodniy-bespredel-2
Тварь,2019,6,6.1,4.7,https://www.film.ru/movies/tvar-2
По воле божьей,Grâce à Dieu,5,5.7,7.2,https://www.film.ru/movies/by-the-grace-of-god
В метре друг от друга,Five Feet Apart,5,7.6,7.2,https://www.film.ru/movies/five-feet-apart
Игры разумов,The Professor and the Madman,5,7.0,7.2,https://www.film.ru/movies/the-professor-and-the-madman
Золотая перчатка,Der goldene Handschuh,5,6.9,6.7,https://www.film.ru/movies/der-goldene-handschuh
Дитя робота,I Am Mother,5,6.5,6.7,https://www.film.ru/movies/i-am-mother
Мидуэй,Midway,5,6.6,6.7,https://www.film.ru/movies/miduey-2
Капитан Марвел,Captain Marvel,5,6.4,6.7,https://www.film.ru/movies/kapitan-marvel
Любовь между строк,Gut gegen Nordwind,5,5.4,6.6,https://www.film.ru/movies/gut-gegen-nordwind
Балканский рубеж,201916+,5,7.0,6.6,https://www.film.ru/movies/the-balkan-line
Простой карандаш,201916+,5,6.3,6.5,https://www.film.ru/movies/prostoy-karandash
"Куда ты пропала, Бернадетт?","Where'd You Go, Bernadette",5,6.0,6.5,https://www.film.ru/movies/kuda-ty-propala-bernadett
Покемон. Детектив Пикачу,Pokémon Detective Pikachu,5,7.6,6.5,https://www.film.ru/movies/detektiv-pikachu-0
Бык,201918+,5,6.5,6.4,https://www.film.ru/movies/byk-2
Щегол,The Goldfinch,5,7.1,6.4,https://www.film.ru/movies/the-goldfinch
Дождливый день в Нью-Йорке,A Rainy Day in New York,5,6.4,6.4,https://www.film.ru/movies/untitled-woody-allen-project
Счастливого нового дня смерти,Happy Death Day 2U,5,7.3,6.2,https://www.film.ru/movies/happy-death-day-2u
Сторож,2019,5,6.8,6.2,https://www.film.ru/movies/storozh-4
Дамбо,Dumbo,5,7.4,6.2,https://www.film.ru/movies/dambo-0
"Да, Боже, да","Yes, God, Yes",5,5.7,6.1,https://www.film.ru/movies/yes-god-yes
В ожидании варваров,Waiting for the Barbarians,5,6.2,6,https://www.film.ru/movies/waiting-for-the-barbarians
Битва за Землю,Captive State,5,6.1,6,https://www.film.ru/movies/captive-state
Реальная история мальчика-волчонка,The True Adventures of Wolfboy,5,6.0,5.7,https://www.film.ru/movies/the-true-adventures-of-wolfboy
Амбивалентность,Ambivalence,5,5.5,5.7,https://www.film.ru/movies/ambivalentnost
Люди Икс: Тёмный Феникс,Dark Phoenix,5,6.3,5.7,https://www.film.ru/movies/lyudi-iks-temnyy-feniks
Море соблазна,Serenity,5,6.6,5.4,https://www.film.ru/movies/serenity
Приди ко мне,The Other Lamb,5,5.8,5.3,https://www.film.ru/movies/the-other-lamb
Пиковая дама. Зазеркалье,201916+,5,6.9,5,https://www.film.ru/movies/pikovaya-dama-zazerkale
Выше неба,2019,5,5.6,4.9,https://www.film.ru/movies/vyshe-neba
Спасибо деду за Победу,2019,5,6.4,4.3,https://www.film.ru/movies/spasibo-dedu-za-pobedu
Доктор Сон,Doctor Sleep,4,6.6,7.3,https://www.film.ru/movies/doktor-son
Джуманджи: Новый уровень,Jumanji: The Next Level,4,7.3,6.6,https://www.film.ru/movies/dzhumandzhi-3
Малефисента: Владычица тьмы,Maleficent: Mistress of Evil,4,7.2,6.6,https://www.film.ru/movies/malefisenta-2-0
Звёздные войны: Скайуокер. Восход,Star Wars: Episode IX - The Rise of Skywalker,4,6.2,6.3,https://www.film.ru/movies/zvezdnye-voyny-epizod-9
Кома,2019,4,7.0,6.3,https://www.film.ru/movies/koma-10
Леди и Бродяга,Lady and the Tramp,4,6.1,6.2,https://www.film.ru/movies/ledi-i-brodyaga-0
"Али, рули!",Stuber,4,6.8,6.2,https://www.film.ru/movies/stuber
Терминатор: Темные судьбы,Terminator: Dark Fate,4,6.6,6.2,https://www.film.ru/movies/terminator-2
Самая безумная свадьба,Qu'est-ce qu'on a encore fait au bon Dieu?,4,6.2,6.1,https://www.film.ru/movies/qu-est-ce-qu-on-a-encore-fait-au-bon-dieu
Соблазн,Sibyl,4,5.2,6,https://www.film.ru/movies/sibyl
Аванпост,2019,4,5.8,6,https://www.film.ru/movies/avanpost
Годзилла 2: Король монстров,Godzilla: King of the Monsters,4,7.5,6,https://www.film.ru/movies/godzilla-2-0
Рожденный после смерти,Strange But True,4,5.4,5.9,https://www.film.ru/movies/strange-but-true-0
Семейка Аддамс,The Addams Family,4,6.5,5.9,https://www.film.ru/movies/semeyka-addams
Проклятие Аннабель 3,Annabelle Comes Home,4,6.7,5.9,https://www.film.ru/movies/untitled-annabelle-project
Дорогой папа,2019,4,5.7,5.7,https://www.film.ru/movies/dorogoy-papa-0
Девятая,2019,4,5.7,5.4,https://www.film.ru/movies/devyataya
Хеллбой,Hellboy,4,6.2,5.3,https://www.film.ru/movies/hellboy-3
Союз спасения,2019,4,6.3,5.2,https://www.film.ru/movies/soyuz-spaseniya
Рассвет,2019,4,5.8,4.4,https://www.film.ru/movies/rassvet-8
