title_ru,title_en,rating_filmru,rating_users,rating_imdb,url
Жозефина,Josephine,10,5.5,8,https://www.film.ru/movies/zhozefina
28 лет спустя: Храм костей,28 Years Later: The Bone Temple,9,5.9,7.3,https://www.film.ru/movies/28-let-spustya-hram-kostey
"День, когда она вернулась",Geunyeoga doraon nal,9,5.8,5.6,https://www.film.ru/movies/den-kogda-ona-vernulas
Проект «Конец света»,Project Hail Mary,8,7.0,8.4,https://www.film.ru/movies/proekt-konec-sveta
Прыгуны,Hoppers,8,6.6,7.5,https://www.film.ru/movies/pryguny-0
Вот это драма!,The Drama,8,6.5,7.5,https://www.film.ru/movies/vot-eto-drama
На помощь!,Send Help,8,5.9,6.9,https://www.film.ru/movies/na-pomoshch
Плетёный муж,Wicker,7,5.5,8.2,https://www.film.ru/movies/pletyonyy-muzh
Космос засыпает,202616+,7,,7.5,https://www.film.ru/movies/kosmos-zasypaet
Лакомый кусок,The Rip,7,6.0,6.8,https://www.film.ru/movies/lakomyy-kusok
Приглашение,The Invite,7,5.1,6.6,https://www.film.ru/movies/priglashenie-6
Момент,The Moment,7,7.0,6.2,https://www.film.ru/movies/moment-1
Крик 7,Scream 7,7,6.4,5.6,https://www.film.ru/movies/krik-7-0
Подрезка кустов роз,Rosebush Pruning,7,,5.6,https://www.film.ru/movies/podrezka-kustov-roz
Тюльпаны,20266+,7,5.9,,https://www.film.ru/movies/tyulpany-1
Ограбление в Лос-Анджелесе,Crime 101,6,6.2,6.9,https://www.film.ru/movies/ograblenie-v-los-andzhelese
Отпуск на двоих,People We Meet on Vacation,6,6.9,6.6,https://www.film.ru/movies/otpusk-na-dvoih
Острые козырьки: Бессмертный человек,Peaky Blinders: The Immortal Man,6,6.0,6.6,https://www.film.ru/movies/ostrye-kozyrki-bessmertnyy-chelovek
Наследник,How to Make a Killing,6,6.6,6.5,https://www.film.ru/movies/naslednik
Команда разрушителей,The Wrecking Crew,6,6.2,6.4,https://www.film.ru/movies/komanda-razrushiteley-2
Военная машина,War Machine,6,6.5,6.3,https://www.film.ru/movies/voennaya-mashina-0
Убежище,Shelter,6,6.9,6.2,https://www.film.ru/movies/ubezhishche-5
Грозовой перевал,Wuthering Heights,6,6.5,6.2,https://www.film.ru/movies/grozovoy-pereval-8
"Два мира, одно желание",Iki Dünya Bir Dilek,6,6.9,6.1,https://www.film.ru/movies/dva-mira-odno-zhelanie
Кровавая графиня,Die Blutgräfin,6,,5.8,https://www.film.ru/movies/krovavaya-grafinya-0
Простоквашино,20266+,6,7.1,5.5,https://www.film.ru/movies/prostokvashino
Король и Шут. Навсегда,2026,6,6.9,5.3,https://www.film.ru/movies/korol-i-shut-navsegda
Чебурашка 2,20266+,6,5.4,5.3,https://www.film.ru/movies/cheburashka-2
Гренландия 2: Миграция,Greenland 2: Migration,6,6.0,5.2,https://www.film.ru/movies/grenlandiya-2-migraciya
"Человек, который смеется",202616+,6,,,https://www.film.ru/movies/chelovek-kotoryy-smeetsya-2
Тамерлан,Rise of the Conqueror,,6.4,7.4,https://www.film.ru/movies/tamerlan
Хокум,Hokum,,,7.4,https://www.film.ru/movies/hokum
Мощная баллада,Power Ballad,,,7.4,https://www.film.ru/movies/moshchnaya-ballada
Прибывший,The Incomer,,,7.3,https://www.film.ru/movies/pribyvshiy
В поисках Гарри: Искусство создания волшебства,Finding Harry: The Craft Behind the Magic,,,7.2,https://www.film.ru/movies/v-poiskah-garri-iskusstvo-sozdaniya-volshebstva
Жёлтые буквы,Yellow Letters,,,7.2,https://www.film.ru/movies/zhyoltye-bukvy
Вариации на тему,Variations on a Theme,,,7.2,https://www.film.ru/movies/variacii-na-temu-0
Evolution,Evolution,,,7.2,https://www.film.ru/movies/evolution-0
Всем нравится Билл Эванс,Everybody Digs Bill Evans,,,7.1,https://www.film.ru/movies/vsem-nravitsya-bill-evans
Последнее приключение: За кадром 5 сезона «Очень странных дел»,One Last Adventure: The Making of Stranger Things 5,,6.1,7.1,https://www.film.ru/movies/poslednee-priklyuchenie-za-kadrom-5-sezona-ochen-strannyh-del
Кае не страшно,Kaya-chan wa Kowakunai,,,7.1,https://www.film.ru/movies/kae-ne-strashno
Коты Эрмитажа 2. Тайна египетского зала,20266+,,5.8,7.1,https://www.film.ru/movies/koty-ermitazha-2-tayna-egipetskogo-zala
Доктор Глас,Doctor Glas,,,7,https://www.film.ru/movies/doktor-glas-1
Спасение,Salvation,,,7,https://www.film.ru/movies/spasenie-11
Нина Роза,Nina Roza,,,6.9,https://www.film.ru/movies/nina-roza
Внеурочная география,Extra Geography,,,6.9,https://www.film.ru/movies/vneurochnaya-geografiya
Тролли возвращаются!,Krølle Bølle,,,6.9,https://www.film.ru/movies/trolli-vozvrashchayutsya
Холостяк в Италии,Solo Mio,,,6.8,https://www.film.ru/movies/holostyak-v-italii
Дом друга здесь,The Friend's House Is Here,,,6.8,https://www.film.ru/movies/dom-druga-zdes
Левит,Leviticus,,,6.8,https://www.film.ru/movies/levit
Зачарованное Королевство,The Land of Sometimes,,5.4,6.8,https://www.film.ru/movies/zacharovannoe-korolevstvo
Вверх по волшебному дереву,The Magic Faraway Tree,,,6.8,https://www.film.ru/movies/vverh-po-volshebnomu-derevu
Хранитель камфорного дерева,Kusunoki no Bannin,,,6.7,https://www.film.ru/movies/hranitel-kamfornogo-dereva
GOAT: Мечтай по-крупному,GOAT,,7.0,6.7,https://www.film.ru/movies/goat-mechtay-po-krupnomu
Чужой. Остров проклятых,Pacífico,,5.6,6.7,https://www.film.ru/movies/chuzhoy-ostrov-proklyatyh
Легенда навсегда,Guo jia jia,,,6.6,https://www.film.ru/movies/legenda-navsegda
Джуманджи. Темный уровень,Ghost Board,,,6.6,https://www.film.ru/movies/dzhumandzhi-temnyy-uroven
Горькое Рождество,Amarga Navidad,,,6.6,https://www.film.ru/movies/gorkoe-rozhdestvo
Джефф Росс: банан в дорогу,Jeff Ross: Take a Banana for the Ride,,,6.5,https://www.film.ru/movies/dzheff-ross-banan-v-dorogu
Ханна Монтана: 20 лет,Hannah Montana 20th Anniversary Special,,,6.5,https://www.film.ru/movies/hanna-montana-20-let
Хроники осады,Chronicles from the Siege,,,6.5,https://www.film.ru/movies/hroniki-osady
Супер Марио: Галактическое кино,The Super Mario Galaxy Movie,,6.9,6.5,https://www.film.ru/movies/super-mario-galakticheskoe-kino
Они убьют тебя,They Will Kill You,,6.9,6.5,https://www.film.ru/movies/oni-ubyut-tebya
Флавия. Юный детектив,Flavia,,,6.4,https://www.film.ru/movies/flaviya-yunyy-detektiv
Преступление на третьем этаже,Le crime du 3e étage,,,6.4,https://www.film.ru/movies/prestuplenie-na-tretem-etazhe
Напоминание о нём,Reminders of Him,,,6.4,https://www.film.ru/movies/napominanie-o-nyom
Лики смерти,Faces of Death,,5.8,6.4,https://www.film.ru/movies/liki-smerti-8
Зи,Zi,,,6.2,https://www.film.ru/movies/zi
Кретины,The Shitheads,,,6.2,https://www.film.ru/movies/kretiny
Врата,The Gates,,,6.1,https://www.film.ru/movies/vrata
Запретный плод,Forbidden Fruits,,5.1,6.1,https://www.film.ru/movies/zapretnyy-plod-2
Зараза,Cold Storage,,5.3,6.1,https://www.film.ru/movies/zaraza-1
Пицца Фильм,Pizza Movie,,,5.9,https://www.film.ru/movies/picca-film
Дитя ночи,Nightborn,,,5.9,https://www.film.ru/movies/ditya-nochi
Рок Спрингс,Rock Springs,,,5.9,https://www.film.ru/movies/rok-springs
Перерыв в середине зимы,Midwinter Break,,,5.9,https://www.film.ru/movies/pereryv-v-seredine-zimy
Омен. Обличие дьявола,El vestido,,6.1,5.9,https://www.film.ru/movies/omen-oblichie-dyavola
Примат,Primate,,5.2,5.8,https://www.film.ru/movies/primat
Соседи,Bajo tus pies,,5.9,5.8,https://www.film.ru/movies/sosedi-7
Каунтри Уэйн: Ностальгия,Kountry Wayne: Nostalgia,,,5.5,https://www.film.ru/movies/kauntri-ueyn-nostalgiya
Йети,The Yeti,,,5.5,https://www.film.ru/movies/yeti-0
Модная братва,I Love Boosters,,,5.5,https://www.film.ru/movies/modnaya-bratva
Дети леса 2,Woodwalkers 2,,8.0,5.3,https://www.film.ru/movies/deti-lesa-2
Хочу заняться с тобой сексом,I Want Your Sex,,3.6,5.3,https://www.film.ru/movies/hochu-zanyatsya-s-toboy-seksom
Рыбка-унывака. Подводное приключение,The Pout-Pout Fish,,5.6,5.2,https://www.film.ru/movies/rybka-unyvaka-podvodnoe-priklyuchenie
Новая теща,202618+,,6.1,5.2,https://www.film.ru/movies/novaya-teshcha
Мать Мария,Mother Mary,,,5,https://www.film.ru/movies/mat-mariya-0
Моя жена плачет,Meine Frau weint,,,4.8,https://www.film.ru/movies/moya-zhena-plachet
Убийца-психопат,Psycho Killer,,,4.7,https://www.film.ru/movies/ubiyca-psihopat
Мутация,The Cure,,5.7,4.6,https://www.film.ru/movies/mutaciya-3
Операция «Панда». Дикая миссия,Panda Plan: The Magical Tribe,,,4.6,https://www.film.ru/movies/operaciya-panda-dikaya-missiya
Ночь с гризли,Grizzly Night,,,4.5,https://www.film.ru/movies/noch-s-grizli
Незнакомцы: Часть третья,The Strangers: Chapter 3,,5.8,4.1,https://www.film.ru/movies/neznakomcy-chast-tretya
Кит-убийца,Killer Whale,,5.6,4,https://www.film.ru/movies/kit-ubiyca
Вскрытие демона,The Mortuary Assistant,,6.3,3.9,https://www.film.ru/movies/vskrytie-demona
Проклятый рыцарь,The Dreadful,,,3.8,https://www.film.ru/movies/proklyatyy-rycar
The Huntsman,The Huntsman,,,3.7,https://www.film.ru/movies/huntsman
Завербованный,202616+,,4.7,3,https://www.film.ru/movies/zaverbovannyy-0
Мелания,Melania,,,1.6,https://www.film.ru/movies/melaniya
Любовь моя,El ser querido,,,,https://www.film.ru/movies/lyubov-moya-1
Трус,Coward,,,,https://www.film.ru/movies/trus-1
Гаранс,Garance,,,,https://www.film.ru/movies/garans
Неизвестная,L'inconnue,,,,https://www.film.ru/movies/neizvestnaya-0
Три богатыря. Ни дня без подвига 2,20266+,,,,https://www.film.ru/movies/tri-bogatyrya-ni-dnya-bez-podviga-2-0
Кокуродзё: Самурай и пленник,Kokurojo: The Samurai and the Prisoner,,,,https://www.film.ru/movies/kokurodzyo-samuray-i-plennik
Малыш-каратист,202612+,,,,https://www.film.ru/movies/malysh-karatist
Заклятье: Новая сущность,Within,,,,https://www.film.ru/movies/zaklyate-novaya-sushchnost
Три богатыря и гуси-лебеди,20266+,,,,https://www.film.ru/movies/tri-bogatyrya-i-gusi-lebedi
Поменявшиеся,Swapped,,,,https://www.film.ru/movies/pomenyavshiesya
Пока небо смотрит,202618+,,,,https://www.film.ru/movies/poka-nebo-smotrit
Электрическая Венера,La Vénus électrique,,,,https://www.film.ru/movies/elektricheskaya-venera
Соседки по комнате,Roommates,,,,https://www.film.ru/movies/sosedki-po-komnate
Гора влюбленных,2026,,,,https://www.film.ru/movies/gora-vlyublennyh
Ёлки 13,202612+,,,,https://www.film.ru/movies/yolki-13
Барашек в коробке,Sheep in the Box,,,,https://www.film.ru/movies/barashek-v-korobke
Черный двор в кино,202618+,,,,https://www.film.ru/movies/chernyy-dvor-v-kino
L'enfant du désert,L'enfant du désert,,,,https://www.film.ru/movies/lenfant-du-desert
Барашек Шон: Чудовище Мосси Боттом,Shaun the Sheep: The Beast of Mossy Bottom,,,,https://www.film.ru/movies/barashek-shon-chudovishche-mossi-bottom
Романовы: Преданность и предательство,2026,,,,https://www.film.ru/movies/romanovy-predannost-i-predatelstvo
Капитан Невельской и земли Чёрного дракона,202612+,,,,https://www.film.ru/movies/kapitan-nevelskoy-i-zemli-chyornogo-drakona
Ни с того ни с сего,All of a Sudden,,,,https://www.film.ru/movies/ni-s-togo-ni-s-sego-0
Бой со зверем,Beast,,,,https://www.film.ru/movies/boy-so-zverem
The Uprising,The Uprising,,,,https://www.film.ru/movies/uprising-0
Rolling Loud,Rolling Loud,,,,https://www.film.ru/movies/rolling-loud
November 1963,November 1963,,,,https://www.film.ru/movies/november-1963
Флорист,The Florist,,,,https://www.film.ru/movies/florist
Летом всякое бывает. Побег из Сколбора,20266+,,,,https://www.film.ru/movies/letom-vsyakoe-byvaet-pobeg-iz-skolbora
Мятеж,Mutiny,,,,https://www.film.ru/movies/myatezh-4
Хейтер,202616+,,,,https://www.film.ru/movies/heyter-0
Остров забвения,Forgotten Island,,,,https://www.film.ru/movies/ostrov-zabveniya
Очарованный,Hexed,,,,https://www.film.ru/movies/ocharovannyy
Желаю славы,202616+,,,,https://www.film.ru/movies/zhelayu-slavy
Нежить 2,In a Violent Nature 2,,,,https://www.film.ru/movies/nezhit-2
Пингвиненок Пороро. Приключения в мире сладостей,Pororo the Movie: Sweet Castle Adventure,,,,https://www.film.ru/movies/pingvinenok-pororo-priklyucheniya-v-mire-sladostey
Мандариния – страна Чудес,20266+,,,,https://www.film.ru/movies/mandariniya-strana-chudes
Свои дети,2026,,,,https://www.film.ru/movies/svoi-deti-2026
Мой друг,202612+,,,,https://www.film.ru/movies/moy-drug-2
Пасть,Hungry,,,,https://www.film.ru/movies/past
Колония,Colony,,,,https://www.film.ru/movies/koloniya-4
Золушка. Тайна трёх желаний,20266+,,,,https://www.film.ru/movies/zolushka-tayna-tryoh-zhelaniy
Скуф,2026,,,,https://www.film.ru/movies/skuf
Блокадный зоопарк,202612+,,,,https://www.film.ru/movies/blokadnyy-zoopark
Мой дед,202612+,,,,https://www.film.ru/movies/moy-ded
Турбозавры. Суперфильм,20266+,,,,https://www.film.ru/movies/turbozavry-superfilm
Дастур: Проклятие,Дәстүр: Теріс бата,,5.8,,https://www.film.ru/movies/dastur-proklyatie
Сеть,202616+,,,,https://www.film.ru/movies/set-7
Молодой Вашингтон,Young Washington,,,,https://www.film.ru/movies/molodoy-vashington
Высоцкий. Неизвестные страницы…,2026,,,,https://www.film.ru/movies/vysockiy-neizvestnye-stranicy
Первая,202616+,,,,https://www.film.ru/movies/pervaya-0
На краю детства,2026,,,,https://www.film.ru/movies/na-krayu-detstva
Чудаки 5,Jackass 5,,,,https://www.film.ru/movies/chudaki-5-0
Родительский дом,202612+,,,,https://www.film.ru/movies/roditelskiy-dom
Разлогов,202618+,,,,https://www.film.ru/movies/razlogov
Малыш,202616+,,6.9,,https://www.film.ru/movies/malysh-11
Дом ходуном,20266+,,,,https://www.film.ru/movies/dom-hodunom
Королева Анна,2026,,,,https://www.film.ru/movies/koroleva-anna
Ип Ман: Битва кланов,Ip Man: Kung Fu Legend,,,,https://www.film.ru/movies/ip-man-bitva-klanov
Арни и Барн,Arnie & Barney,,,,https://www.film.ru/movies/arni-i-barn
Оглянись,Look Back,,,,https://www.film.ru/movies/oglyanis-1
Баста. Начало игры,2026,,,,https://www.film.ru/movies/basta-nachalo-igry
Дед Фомич,20266+,,,,https://www.film.ru/movies/ded-fomich
Королёк моей любви,202616+,,7.1,,https://www.film.ru/movies/korolyok-moey-lyubvi
Сюрприз для мамы,202612+,,5.9,,https://www.film.ru/movies/syurpriz-dlya-mamy
Тайна адмирала Ушакова,202612+,,,,https://www.film.ru/movies/tayna-admirala-ushakova
Неожиданные связи 2,Cocorico 2,,,,https://www.film.ru/movies/neozhidannye-svyazi-2
Чувства и чувствительность,Sense and Sensibility,,,,https://www.film.ru/movies/chuvstva-i-chuvstvitelnost
Плач к небесам,Cry to Heaven,,,,https://www.film.ru/movies/plach-k-nebesam
Лунтик. Обратная сторона Луны,2026,,,,https://www.film.ru/movies/luntik-obratnaya-storona-luny
Рэй Ганн,Ray Gunn,,,,https://www.film.ru/movies/rey-gann
Годзилла: Минус ноль,Godzilla Minus Zero,,,,https://www.film.ru/movies/godzilla-minus-nol
Жестокая ночь 2,Violent Night 2,,,,https://www.film.ru/movies/zhestokaya-noch-2
Чернила,Ink,,,,https://www.film.ru/movies/chernila
Эбенезер: Рождественская история,Ebenezer: A Christmas Carol,,,,https://www.film.ru/movies/ebenezer-rozhdestvenskaya-istoriya
Множество Джулии,The Julia Set,,,,https://www.film.ru/movies/mnozhestvo-dzhulii
Как ограбить банк,4 Kids Walk Into a Bank,,,,https://www.film.ru/movies/kak-ograbit-bank-2
Астерикс и эликсир молодости,Astérix et le Royaume de Nubie,,,,https://www.film.ru/movies/asteriks-i-eliksir-molodosti
Паранормальные явления. Удушье,Suffocation,,,,https://www.film.ru/movies/paranormalnye-yavleniya-udushe
"Между нами, девочками",2026,,,,https://www.film.ru/movies/mezhdu-nami-devochkami-0
Домовенок Кузя 2,20266+,,7.6,,https://www.film.ru/movies/domovenok-kuzya-2-0
Не одна дома 3. Выпускной,20266+,,,,https://www.film.ru/movies/ne-odna-doma-3-vypusknoy
Распаковка,20266+,,,,https://www.film.ru/movies/raspakovka-0
Астрал 6,Insisdious 6,,,,https://www.film.ru/movies/astral-6
Лео и Тиг. Дорога на Байкал,20266+,,,,https://www.film.ru/movies/leo-i-tig-doroga-na-baykal
Сказка о потерянном  времени,20266+,,,,https://www.film.ru/movies/skazka-o-poteryannom-vremeni-1
Пиковый валет,Jack of Spades,,,,https://www.film.ru/movies/pikovyy-valet-0
Дополнительное время,20266+,,,,https://www.film.ru/movies/dopolnitelnoe-vremya-0
Спасти бессмертного,202612+,,7.4,,https://www.film.ru/movies/spasti-bessmertnogo
Петрушка,20266+,,,,https://www.film.ru/movies/petrushka
Молодые люди,The Young People,,,,https://www.film.ru/movies/molodye-lyudi-1
Рокки — это я,I Play Rocky,,,,https://www.film.ru/movies/rokki-eto-ya
Пропасть,202612+,,,,https://www.film.ru/movies/propast-2
Доктор Гаф,202612+,,5.9,,https://www.film.ru/movies/doktor-gaf
Отечество,Fatherland,,,,https://www.film.ru/movies/otechestvo-0
Последний богатырь. Колобок,2026,,,,https://www.film.ru/movies/posledniy-bogatyr-kolobok
Богатыри,20266+,,,,https://www.film.ru/movies/bogatyri
Джимми,Jimmy,,,,https://www.film.ru/movies/dzhimmi-3
Социальный расчёт,The Social Reckoning,,,,https://www.film.ru/movies/socialnyy-raschyot
Приключения желтого чемоданчика,20266+,,,,https://www.film.ru/movies/priklyucheniya-zheltogo-chemodanchika-0
Каратель: Последнее убийство,The Punisher: One Last Kill,,,,https://www.film.ru/movies/karatel-poslednee-ubiystvo
Вервольф,Werwulf,,,,https://www.film.ru/movies/vervolf-0
Надежда,Hope,,,,https://www.film.ru/movies/nadezhda-9
Комментируй это,202616+,,6.9,,https://www.film.ru/movies/kommentiruy-eto
Умка,2026,,,,https://www.film.ru/movies/umka-0
Знакомство с родителями 4,Focker In-Law,,,,https://www.film.ru/movies/znakomstvo-s-roditelyami-4
Зловещие мертвецы: Пекло,Evil Dead Burn,,,,https://www.film.ru/movies/zloveshchie-mertvecy-peklo
Закулисье реальности,Backrooms,,,,https://www.film.ru/movies/zakulise-realnosti
"Шоссе, которое ест людей",The Highway That Eats People,,,,https://www.film.ru/movies/shosse-kotoroe-est-lyudey
Отвязные каникулы: Гора Спасения,Spring Breakers: Salvation Mountain,,,,https://www.film.ru/movies/otvyaznye-kanikuly-gora-spaseniya
Странные пришествия,Strange Arrivals,,,,https://www.film.ru/movies/strannye-prishestviya
Подростковый секс и смерть в лагере «Миазма»,Teenage Sex and Death at Camp Miasma,,,,https://www.film.ru/movies/podrostkovyy-seks-i-smert-v-lagere-miazma
Nomad,Nomad,,,,https://www.film.ru/movies/nomad
Тревожные люди,Anxious People,,,,https://www.film.ru/movies/trevozhnye-lyudi
Приключения Клиффа Бута,The Adventures of Cliff Booth,,,,https://www.film.ru/movies/priklyucheniya-kliffa-buta
Своя в доску,20266+,,,,https://www.film.ru/movies/svoya-v-dosku
Параллельные истории,Parallel Tales,,,,https://www.film.ru/movies/parallelnye-istorii
Её личный ад,Her Private Hell,,,,https://www.film.ru/movies/eyo-lichnyy-ad
Шум времени,2026,,,,https://www.film.ru/movies/shum-vremeni
Гордость и предубеждение,Pride and Prejudice,,,,https://www.film.ru/movies/gordost-i-predubezhdenie-2
Херши,Hershey,,,,https://www.film.ru/movies/hershi
За Палыча! 2,202616+,,,,https://www.film.ru/movies/za-palycha-2
Коммерсант,2026,,,,https://www.film.ru/movies/kommersant-0
Добрый доктор,202616+,,5.7,,https://www.film.ru/movies/dobryy-doktor
Ждун 2,20266+,,,,https://www.film.ru/movies/zhdun-2
Битва моторов,202612+,,,,https://www.film.ru/movies/bitva-motorov
Царевна-лягушка 2,20266+,,5.8,,https://www.film.ru/movies/carevna-lyagushka-2-0
Дикая лошадь,Wild Horse Nine,,,,https://www.film.ru/movies/dikaya-loshad-2
Обитель зла,Resident Evil,,,,https://www.film.ru/movies/obitel-zla-0
Кощей. Тайна живой воды,20266+,,,,https://www.film.ru/movies/koshchey-tayna-zhivoy-vody
Ангелы Ладоги,202612+,,,,https://www.film.ru/movies/angely-ladogi
Чёртов ублюдок,Bucking Fastard,,,,https://www.film.ru/movies/chyortov-ublyudok
Фьорд,Fjord,,,,https://www.film.ru/movies/ford
Глиноликий,Clayface,,,,https://www.film.ru/movies/glinolikiy
Дьявол носит Prada 2,The Devil Wears Prada 2,,,,https://www.film.ru/movies/dyavol-nosit-prada-2
Очень страшное кино 6,Scary Movie 6,,,,https://www.film.ru/movies/ochen-strashnoe-kino-6
Смешарики. Сквозь вселенные,20266+,,,,https://www.film.ru/movies/smeshariki-skvoz-vselennye-0
Американский психопат,Untitled American Psycho/Luca Guadagnino Project,,,,https://www.film.ru/movies/amerikanskiy-psihopat-1
Одиссея,The Odyssey,,,,https://www.film.ru/movies/odisseya-0
Моя собака – космонавт,20266+,,,,https://www.film.ru/movies/moya-sobaka-kosmonavt
День разоблачения,Disclosure Day,,,,https://www.film.ru/movies/den-razoblacheniya
Землекоп,Digger,,,,https://www.film.ru/movies/zemlekop
Холоп 3,20266+,,,,https://www.film.ru/movies/holop-3
Необычайно умные создания,Remarkably Bright Creatures,,,,https://www.film.ru/movies/neobychayno-umnye-sozdaniya
Грузовички,20266+,,,,https://www.film.ru/movies/gruzovichki
Давление,Pressure,,,,https://www.film.ru/movies/davlenie-2
Вершина,Apex,,,,https://www.film.ru/movies/vershina-0
Миньоны и монстры,Minions & Monsters,,,,https://www.film.ru/movies/minony-i-monstry
Девятая планета,2026,,,,https://www.film.ru/movies/devyataya-planeta
Уличный боец,Street Fighter,,,,https://www.film.ru/movies/ulichnyy-boec-5
Мячи вверх,Balls Up,,,,https://www.film.ru/movies/myachi-vverh
Смертельное оружие 5,Lethal Weapon 5,,,,https://www.film.ru/movies/smertelnoe-oruzhie-5
Мумия,The Mummy,,,,https://www.film.ru/movies/mumiya-5
Практическая магия 2,Practical Magic 2,,,,https://www.film.ru/movies/prakticheskaya-magiya-2
Овечьи детективы,The Sheep Detectives,,,,https://www.film.ru/movies/ovechi-detektivy
Angry Birds в кино 3,The Angry Birds Movie 3,,,,https://www.film.ru/movies/angry-birds-v-kino-3
Голодные игры: Рассвет жатвы,The Hunger Games: Sunrise on the Reaping,,,,https://www.film.ru/movies/golodnye-igry-rassvet-zhatvy
Смерть Робин Гуда,The Death of Robin Hood,,,,https://www.film.ru/movies/smert-robin-guda
Истина,Verity,,,,https://www.film.ru/movies/istina-2
У моря,At the Sea,,,,https://www.film.ru/movies/u-morya-5
Система развлечений вышла из строя,The Entertainment System Is Down,,,,https://www.film.ru/movies/sistema-razvlecheniy-vyshla-iz-stroya
Сказка о царе Салтане,2026,,7.7,,https://www.film.ru/movies/skazka-o-care-saltane-3
Дюна: Часть 3,Dune: Part Three,,,,https://www.film.ru/movies/dyuna-chast-3
Кот,The Cat in the Hat,,,,https://www.film.ru/movies/kot-4
Хроники Нарнии: Племянник чародея,Narnia,,,,https://www.film.ru/movies/hroniki-narnii-plemyannik-charodeya
Мандалорец и Грогу,Star Wars: The Mandalorian and Grogu,,,,https://www.film.ru/movies/mandalorec-i-grogu
История игрушек 5,Toy Story 5,,,,https://www.film.ru/movies/istoriya-igrushek-5
Они приходят за тобой,They Follow,,,,https://www.film.ru/movies/oni-prihodyat-za-toboy
Конец Дубовой улицы,The End of Oak Street,,,,https://www.film.ru/movies/konec-dubovoy-ulicy
Грязные деньги,In the Grey,,5.4,,https://www.film.ru/movies/gryaznye-dengi-14
Шан-Чи 2,Untitled Shang-Chi Sequel,,,,https://www.film.ru/movies/shan-chi-2
Мстители: Доктор Дум,Avengers: Doomsday,,,,https://www.film.ru/movies/mstiteli-doktor-dum
Скалолаз 2,Cliffhanger,,,,https://www.film.ru/movies/skalolaz-2
Моана,Moana,,,,https://www.film.ru/movies/moana-1
Человек-паук: Совершенно новый день,Spider-Man: Brand New Day,,,,https://www.film.ru/movies/chelovek-pauk-sovershenno-novyy-den
Астрал: Нить,Thread: An Insidious Tale,,6.7,,https://www.film.ru/movies/astral-nit
Сказочные выходные,2026,,,,https://www.film.ru/movies/skazochnye-vyhodnye
Мэдден,Madden,,,,https://www.film.ru/movies/medden
Мортал Комбат 2,Mortal Kombat II,,,,https://www.film.ru/movies/mortal-kombat-2
Клара и Солнце,Klara and the Sun,,6.2,,https://www.film.ru/movies/klara-i-solnce
Исход,Outcome,,,,https://www.film.ru/movies/ishod-8
Тальков,2026,,6.6,,https://www.film.ru/movies/talkov
Супергёрл,Supergirl,,,,https://www.film.ru/movies/supergyorl
Уоллер,Waller (TV Series),,,,https://www.film.ru/movies/uoller
Майкл,Michael,,,,https://www.film.ru/movies/maykl-1
Литвяк,202616+,,5.8,,https://www.film.ru/movies/litvyak
Дикий лес,Wildwood,,6.0,,https://www.film.ru/movies/dikiy-les
Tomb Raider: Лара Крофт 2,Tomb Raider 2,,6.0,,https://www.film.ru/movies/tomb-raider-lara-kroft-2
Койот против «Акме»,Coyote vs. Acme,,6.3,,https://www.film.ru/movies/koyot-protiv-akme
Клеопатра,Cleopatra,,,,https://www.film.ru/movies/cleopatra
Путь ветра,The Way of the Wind,,6.0,,https://www.film.ru/movies/put-vetra
Ник и нефритовое дерево,One Day,,5.6,,https://www.film.ru/movies/nik-i-nefritovoe-derevo
Спаун,King Spawn,,7.0,,https://www.film.ru/movies/spawn
Властелины Вселенной,Masters of the Universe,,6.4,,https://www.film.ru/movies/vlasteliny-vselennoy-0
Похищение Эдгардо Мортара,The Kidnapping of Edgardo Mortara,,5.7,,https://www.film.ru/movies/pohischenie-edgardo-mortara
Убийство Уинстона Джонса,Killing Winston Jones,,,,https://www.film.ru/movies/ubiystvo-uinstona-dzhonsa
Шоу группы «Нирванна». Фильм,Nirvanna: The Band - The Show - The Movie,10,5.4,8.1,https://www.film.ru/movies/shou-gruppy-nirvanna-film
Хамнет,Hamnet,10,6.5,7.8,https://www.film.ru/movies/hamnet
Битва за битвой,One Battle After Another,10,6.0,7.7,https://www.film.ru/movies/bitva-za-bitvoy
Сентиментальная ценность,Sentimental Value,9,6.5,8,https://www.film.ru/movies/sentimentalnaya-cennost
Марти Великолепный,Marty Supreme,9,6.8,7.7,https://www.film.ru/movies/marti-velikolepnyy
Стометровка,Hyakuemu,9,5.3,7.6,https://www.film.ru/movies/stometrovka
Молчаливый друг,Silent Friend,9,6.6,7.6,https://www.film.ru/movies/molchalivyy-drug
Метод исключения,Eojjeolsuga eobsda,9,6.1,7.6,https://www.film.ru/movies/metod-isklyucheniya
Простая случайность,Yek tasadef sadeh,9,5.3,7.5,https://www.film.ru/movies/prostaya-sluchaynost
Орудия,Weapons,9,6.1,7.4,https://www.film.ru/movies/orudiya
Воскрешение,Resurrection,9,5.4,7.3,https://www.film.ru/movies/voskreshenie-13
Гадкая сестра,Den stygge stesøsteren,9,5.6,7.3,https://www.film.ru/movies/gadkaya-sestra
Звук падения,In die Sonne schauen,9,6.7,7.1,https://www.film.ru/movies/zvuk-padeniya
"Прости, детка","Sorry, Baby",9,5.6,7.1,https://www.film.ru/movies/prosti-detka
